plot,twoyr_def,twoyr_def_z,year,twoyr_aet,twoyr_aet_z,ja_ju_aet,ja_ju_aet_z,ja_ju_tmin_min,ja_ju_tmin_z,ja_ju_def,ja_ju_def_z
1,65.84739246761258,-0.31406095408836604,2016,31.972416617653586,0.746634798310444,40.242201328277595,1.2948267974485288,-5.92000007629395,-0.23815518780077183,59.70466645558687,-0.3963147515922782
2,77.42768768153405,-0.15899571827992542,2016,26.168818343769427,0.36192271071912857,30.02746804555259,0.6177069866116585,-4.80999994277954,-0.05787279405976264,74.48003307978311,-0.19846610719996366
3,80.75867414745419,-0.11439234744429419,2016,27.088109579953286,0.42286118955357016,31.65251636505128,0.7254290758962252,-5.71000003814697,-0.20001085019656467,76.89860789974527,-0.166080328785012
4,84.34254896573036,-0.0664026905713106,2016,26.35209360936742,0.3740717614811938,30.87437740961712,0.6738473764308591,-6.30000019073486,-0.1660422198872924,79.35122966766357,-0.13323864679283204
5,86.23793637549338,-0.041022621219546564,2016,25.43897321919742,0.3135423390528244,30.391148010889694,0.6418148025005661,-6.67000007629395,-0.21783967151605071,80.87414662043264,-0.11284612034722948
6,77.99915459142488,-0.1513435255247339,2016,27.413971792567864,0.4444621216246628,26.596197446187333,0.3902530497475842,-7.01999998092651,-0.36347313457172264,79.00123405456533,-0.13792524167443304
7,64.83941108530216,-0.3275582672268571,2016,33.01509549401024,0.8157524643307807,40.21614265441896,1.2930994058637018,-5.65000009536743,-0.08649276629767333,58.732437610626164,-0.40933332256293237
8,75.59482353857979,-0.18353857364602807,2016,27.098942843350496,0.4235793108259752,30.000048001607265,0.6158893517840529,-4.48999977111816,-0.07617081294091176,74.49693870544436,-0.19823973345203968
10,72.34076865830205,-0.2271117967826251,2016,23.90830401398919,0.21207650396956948,27.733665227890015,0.4656541344222191,-5.76000022888184,-0.1533743717068295,72.3514315932989,-0.22696901540277614
11,68.64521305127577,-0.27659690843658546,2016,24.73923254013063,0.2671575472887681,29.88623237609865,0.608344679526676,-4.55999994277954,0.023506474360663828,66.77263450622573,-0.3016715570784397
12,82.09341451051554,-0.09651958813049463,2016,24.689551204273652,0.2638642438018836,28.008917927742,0.48390023550948946,-4.98999977111816,-0.08332580451473288,80.39163716634107,-0.11930713372351441
13,71.84369111670688,-0.23376788324490022,2016,28.636052955280643,0.525472104246806,33.8642857869466,0.8720440536070296,-5.51000022888184,-0.1350528940443598,68.59038105607029,-0.27733113291958233
14,81.6551200374961,-0.10238854350311676,2016,25.157121864232156,0.2948588227165774,26.530444502830527,0.3858943827774887,-8.39999961853027,-0.32624369372114786,81.89088376363118,-0.09923156372731018
16,65.84739246761258,-0.31406095408836604,2016,31.972416617653586,0.746634798310444,40.242201328277595,1.2948267974485288,-4.73999977111816,-0.007952040392167839,59.70466645558687,-0.3963147515922782
18,71.84369111670688,-0.23376788324490022,2016,28.636052955280643,0.525472104246806,33.8642857869466,0.8720440536070296,-5.51000022888184,-0.1350528940443598,68.59038105607029,-0.27733113291958233
19,78.65254059535542,-0.14259440014392297,2016,24.319723573597994,0.23934890812015347,25.043023149172466,0.287295384864647,-7.51000022888184,-0.3350643010661443,78.99880904207629,-0.137957713656065
20,78.65254059535542,-0.14259440014392297,2016,24.319723573597994,0.23934890812015347,25.043023149172466,0.287295384864647,-7.51000022888184,-0.3350643010661443,78.99880904207629,-0.137957713656065
21,79.3410744744946,-0.13337462928674582,2016,24.79373345591806,0.27077033371862363,25.157173792521174,0.2948622649673202,-7.46000003814697,-0.3589690150000919,78.60298197964839,-0.1432580117608115
22,67.8372041732073,-0.2874165019701235,2016,30.156316497109156,0.6262481630408245,36.90732614199323,1.0737627722996474,-5.05000019073486,-0.07466943983775891,62.72082288563262,-0.35592709312413
23,74.59486532211307,-0.19692845307229634,2016,26.65507731654428,0.39415611070617174,28.90046735604604,0.5429997502531477,-4.67999982833862,-0.06622420060960382,74.19484074910484,-0.20228495768610852
24,84.34499240260229,-0.06636997187910776,2016,23.460017805749715,0.18236026330793179,23.88769817352294,0.2107105727785674,-8.39999961853027,-0.32624369372114786,85.18594933797907,-0.055109189396448176
25,65.84739246761258,-0.31406095408836604,2016,31.972416617653586,0.746634798310444,40.242201328277595,1.2948267974485288,-6.01999998092651,-0.2605585089684647,59.70466645558687,-0.3963147515922782
26,62.89157436110761,-0.3536406559202363,2016,33.74539097872647,0.8641626897159471,43.64501174290976,1.5203941500651754,-5.84000015258789,-0.22776285075916147,55.50163237253828,-0.452595222785733
27,69.28411668877705,-0.26804170829894913,2016,27.392584708603934,0.4430444029386069,33.88006718953448,0.8730901798287627,-6.23999977111816,-0.2232352375369747,65.8917350769043,-0.31346718708681953
28,86.74288575215768,-0.034261127430539065,2016,23.960642207752578,0.2155459267023722,25.250790675481174,0.3010679919624852,-5.48999977111816,-0.19250395697767914,87.10088137785588,-0.029467408868809435
1,83.47942548041992,-0.07796029288705993,2013,16.264107227325443,-0.2946461816769756,18.550059318542477,-0.14311374272384633,-12.1899995803833,-0.5624288612153449,77.10198611517745,-0.16335700521236435
2,89.19341307404362,-0.0014474909900413968,2013,17.487091324546107,-0.21357634483972296,16.249399344126367,-0.29562114585997523,-9.0600004196167,-0.35294006564138913,84.64857812970871,-0.062304825741447016
3,95.2311595353213,0.07940058425108673,2013,15.652553298256612,-0.33518520206118246,16.649840116500858,-0.2690765095452777,-13.0799999237061,-0.5068310460699443,89.28831807772319,-1.7667133448752426e-4
4,100.690498677167,0.15250353160694094,2013,12.184667347295377,-0.5650663173214207,13.303338905175515,-0.4909112069827667,-13.539999961853,-0.47211173532650247,93.83065215746565,0.06064717574233049
5,101.89086200635542,0.16857692345559094,2013,11.943013782761145,-0.5810851806021885,12.993966658910116,-0.5114190431710787,-14.1700000762939,-0.5162146441102313,95.190685907999665,0.07885862461631833
6,93.06133519688792,0.05034568396688751,2013,15.269620001316067,-0.3605692932959511,15.415880203247083,-0.3508739172618091,-13.4899997711182,-0.7015407199675953,84.86881503090265,-0.059355756966734174
7,80.2836160991679,-0.12075358322623152,2013,19.005343350497153,-0.11293362650724705,22.098663568496693,0.09211807116282053,-11.2799997329712,-0.42355161736767466,69.81803798675526,-0.2608922677670159
8,91.41081315820867,0.02824446941174045,2013,14.925926268100737,-0.38335225092972064,14.642633279164631,-0.402131331084876,-11.7200002670288,-0.43833080620440035,87.29934342702221,-0.02680991492029568
10,85.27890448272221,-0.053864479207897185,2013,13.212002645839336,-0.49696575475533156,13.926931460698459,-0.44957416356245034,-12.5699996948242,-0.47985321618379695,82.57605940103514,-0.09005676120098635
11,80.60247057134454,-0.11648398189023115,2013,15.019621870734472,-0.3771413057218913,15.913796027501425,-0.3178678015463875,-10.2399997711182,-0.27552536123920085,77.12446721394853,-0.1630559734322777
12,97.41795144230126,0.10868268772563275,2013,13.500645285302939,-0.47783205404837514,15.182475924491888,-0.3663459473877938,-12.2399997711182,-0.4345773405435942,90.52685924122736,0.01640793847289918
13,86.1883368255062,-0.04168678096441156,2013,17.719409693371162,-0.1981762981034293,19.72652165095011,-0.06512776600492699,-11.4799995422363,-0.45217158121599654,78.773593974610165,-0.14097344226221065
14,96.49614685231998,0.09633931966167082,2013,13.945113252509717,-0.4483689190307358,14.834519783655788,-0.38941145382259384,-13.9099998474121,-0.5957406515903102,90.80149888992318,0.020085483915450328
16,83.47942548041992,-0.07796029288705993,2013,16.264107227325443,-0.2946461816769756,18.550059318542477,-0.14311374272384633,-10.1800003051758,-0.3512979130211107,77.10198611517745,-0.16335700521236435
18,86.1883368255062,-0.04168678096441156,2013,17.719409693371162,-0.1981762981034293,19.72652165095011,-0.06512776600492699,-11.4799995422363,-0.45217158121599654,78.773593974610165,-0.14097344226221065
19,92.4865129021081,0.04264856113526727,2013,13.990651287815789,-0.44535026891047585,15.273616393407194,-0.36030437827743095,-13.8299999237061,-0.6421894762591092,84.83102161188921,-0.059861827435842306
20,92.4865129021081,0.04264856113526727,2013,13.990651287815789,-0.44535026891047585,15.273616393407194,-0.36030437827743095,-13.8299999237061,-0.6421894762591092,84.83102161188921,-0.059861827435842306
21,93.42504647238685,0.055215937588197615,2013,13.918387835676024,-0.45014050803752625,14.91036812464398,-0.384383577628406,-14.4099998474121,-0.6881690994336189,84.52410528063761,-0.06397157182489298
22,84.15728987076068,-0.06888339116801205,2013,15.783755421638482,-0.32648800415039747,17.858409643173207,-0.18896219362206348,-11.1000003814697,-0.40243853485298253,77.54964511096476,-0.15736265476954736
23,87.64218543198979,-0.02221910999147142,2013,16.75391340255737,-0.2621776427988557,15.995914856592801,-0.31242426381696414,-10.6099996566772,-0.408068687813182,83.82556980351606,-0.07332526846901916
24,99.09500702944665,0.1311391981410091,2013,12.476447663523935,-0.5457246245858182,11.679881493250535,-0.5985278373184258,-13.9099998474121,-0.5957406515903102,95.0273993810019,0.07667214634909417
25,83.47942548041992,-0.07796029288705993,2013,16.264107227325443,-0.2946461816769756,18.550059318542477,-0.14311374272384633,-12.7399997711182,-0.5905796658669014,77.10198611517745,-0.16335700521236435
26,80.93881636045191,-0.11198016414313101,2013,17.486457521265205,-0.2136183587372768,20.46181853612264,-0.01638600505861083,-12.8500003814697,-0.5621942966483114,74.20300558209415,-0.20217562698862282
27,83.96120497652072,-0.07150905396866596,2013,15.23611241579055,-0.3627904623998969,17.009121100107812,-0.2452602957564485,-12.8800001144409,-0.5485880779889388,78.9575068677465,-0.1385107678989423
28,101.14981333979158,0.15865395654468517,2013,12.577141068198461,-0.5390498052597915,11.848168214162184,-0.5873723553810978,-13.8299999237061,-0.5758004943337082,97.51066056887323,0.10992410362288481
